CARRIER,CODE,NAME
MAEU,GOEX,GULF OCEAN EXPRESS SERVICE
MAEU,GUAM,UNITED STATES - GUAM - CHINA SERVICE
MAEU,GUAYAQUIL-FDR,GUAYAQUIL FEEDER SERVICE
MAEU,G9A-USHUAIA-FEEDER,G9A USHUAIA FEEDER
MAEU,HISPANIOLA,HISPANIOLA SERVICE
MAEU,HONOLULU-OAKLAND,HONOLULU - OAKLAND SERVICE
MAEU,IA1,INTRA ASIA SERVICE 1
MAEU,IA2,Intra Asia 2
MAEU,IA3,INTRA ASIA SERVICE 3
MAEU,IA5,INTRA ASIA SERVICE 5
MAEU,IA7,INTRA ASIA SERVICE 7
MAEU,IA8,INTRA ASIA SERVICE 8
MAEU,IA80,INTRA ASIA SERVICE 80
MAEU,IA88,INTRA ASIA SERVICE 88
MAEU,IA9,INTRA ASIA SERVICE 9
MAEU,INA7,Indonesia Feeder 7
MAEU,INTRA-NEW_ZEALAND,INTRA NEW ZEALAND SERVICE
MAEU,INTRA-REDSEA,INTRA REDSEA SERVICE
MAEU,IOI,INDIAN OCEAN ISLANDS SERVICE
MAEU,IRAQ-FDR,SIMATECH IRAQ FEEDER SERVICE (Y35)
MAEU,ISLA-BONITA,ISLA BONITA FEEDER
MAEU,ITALY-SLOVENIA,ITALY - SLOVENIA FEDEER SERVICE
MAEU,JAKARTA-MAKASSAR,JAKARTA - MAKASSAR FEEDER SERVICE
MAEU,JAKARTA-SURABAYA-BITUNG,JAKARTA - SURABAYA - BITUNG SERVICE
MAEU,JAMBI,JAMBI FEEDER SERVICE
MAEU,JEBELALI-MUNDRA,JEBEL ALI - MUNDRA SERVICE
MAEU,JEBEL_ALI-SHARJAH,JEBEL ALI - SHARJAH FEEDER SERVICE
MAEU,J-STAR,J STAR - OCEAN SERVICE
MAEU,J1S,JAKARTA SERVICE 1
MAEU,KENYA-TANZANIA,KENYA - TANZANIA SERVICE
MAEU,KISIWA-EXPRESS,Zanzibar Kisiwa Express
MAEU,KMS,JADE EXPRESS SERVICE
MAEU,KO1,SINGAPORE CAMBODIA SERVICE
MAEU,LAEM CHABANG-CHINA,LAEM CHABANG - CHINA SERVICE
MAEU,LAG,VENEZUELA - LA GUAIRA FEEDER SERVICE
MAEU,L02,NORTH EUROPE FEEDER SERVICE - LINK 2 BALTIC
MAEU,L07,TURKEY SERVICE
MAEU,L11,NORWEGIAN WEST COAST SERVICE
MAEU,L23,EGYPT LIBYA SERVICE
MAEU,L28,L28 - NORTH EUROPE FEEDER 13
MAEU,L45-FEEDER,"L45 FEEDER:
LIBYA LINK 2"
MAEU,L51,PORT SAID - IZMIR SERVICE (LINK-L51)
MAEU,L54,THYRRENIAN LINK SERVICE 3
MAEU,L66-FEEDER-ALGERIA-LINK-3,L66 FEEDER : ALGERIA LINK 3
MAEU,L67-FEEDER,"L67 FEEDER:
ALGERIA LINK 4"
MAEU,L75,BALEARIC - LIGURIAN LINK SERVICE
MAEU,L76,PORT SAID - TURKEY - ISRAEL SERVICE
MAEU,L82,EGYPT - ITALY SERVICE
MAEU,MALE-COLOMBO,MALE - COLOMBO SERVICE
MAEU,MANGALORE-FDR,BTL MANGALORE FEEDER SERVICE
MAEU,MARACAIBO,MARACAIBO SERVICE
MAEU,MARJA,NORTH ADRIATIC SHUTTLE MARJA SERVICE
MAEU,MARJESCO,MARJESCO
MAEU,MARMARA-SEA-A,MARMARA SEA SERVICE
MAEU,MARMARA-SEA-B,MARMARA SEA SERVICE
MAEU,Mashariki Express,Mashariki Express
MAEU,MASHARIKI-EXPRESS,MASHARIKI EXPRESS EASTBOUND
MAEU,MASHARIKI-XPS,MASHARIKI EXPRESS SERVICE
MAEU,MASIKA-XPS,MASIKA EXPRESS SERVICE
MAEU,MAWINGU,MAWINGU EXPRESS SERVICE
MAEU,MAZURI,MAZURI EXPRESS SERVICE
MAEU,Mazuri Express,Mazuri Express
MAEU,MECL1,MIDDLE EAST CONTAINER LINE 1
MAEU,MED-CANADA XPS,MEDITERRANEAN - CANADA EXPRESS SERVICE
MAEU,MEDITERRANEAN-SEA-A,MEDITERRANEAN SEA SERVICE
MAEU,MELODY,MELODY SERVICE
MAEU,MESAWA,MESAWA SERVICE
MAEU,MESAWA (252),MESAWA SERVICE
MAEU,ME2,Europe - Middle East (ME2) ? Eastbound
MAEU,ME3,EUROPE - MIDDLE EAST SERVICE 3
MAEU,ME4,EUROPE - MIDDLE EAST SERVICE 4
MAEU,ME6-AL MAHA,EUROPE - MIDDLE EAST SERVICE 6
MAEU,ME7,EUROPE - MIDDLE EAST SERVICE 7
MAEU,MOMBASA-TANGA,MOMBASA TANGA SERVICE
MAEU,MORONI-MUTSAMUDU-MOMBASA,MORONI - MUTSAMUDU - MOMBASA SERVICE
MAEU,MS2-901,MATSON HAWAII SERVICE
MAEU,MUSAFIR,MUSAFIR EXPRESS SERVICE
MAEU,M19-FDR,ICFS FUJAIRAH FEEDER SERVICE
MAEU,NAE,NORTH ATLANTIC EXPRESS SERVICE
MAEU,NAE2,NORTH ATLANTIC EXPRESS SERVICE 2
MAEU,NDS,NORDIC SERVICE 1
MAEU,NEOASAS,ASIA EAST COAST OF SOUTH AMERICA SERVICE
MAEU,NEOASAS-X4A,NEOASAS - X4A
MAEU,NEOBOSSANOVA,NEO BOSSA NOVA SERVICE
MAEU,NEO-SAMBA,SAMBA SERVICE
MAEU,NH1,NIIGATA FEEDER SERVICE
MAEU,NK1,NINGBO KANSAI SERVICE 1
MAEU,NK2,NINGBO KANSAI SERVICE 2
MAEU,NORTH-SEA,NORTH SEA SERVICE
MAEU,NUBIAN-EXP,NUBIAN EXPRESS SERVICE
MAEU,NV2,NORTH VIETNAM FEEDER SERVICE 2
MAEU,N03,GERMANY - SWEDEN EXPRESS SERVICE
MAEU,N05,ROTTERDAM - UNITED KINGDOM FEEDER SERVICE
MAEU,N13,N13 BG FRIGHT SERVICE
MAEU,N13-BG-FEEDER,N13 BG FEEDER
MAEU,N14,N14 BG FREIGHT FEEDER SERVICE
MAEU,N15,N15 BG FEEDER SERVICE
MAEU,N17,N17 BG FREIGHT FEEDER SERVICE
MAEU,N19,ROTTERDAM LIVERPOOL SERVICE
MAEU,N20,N20 BG FREIGHT FEEDER SERVICE
MAEU,N23,BREMERHAVEN - LATVIA SERVICE
MAEU,OAS,OAS
MAEU,OCEANIA-PANZ,TAHITI - AUSTRALIA - NEW ZEALAND - NORTH AMERICA WEST COAST SERVICE
MAEU,OC1,OCEANIA AMERICAS SERVICE
MAEU,OGAN_KOMERING_ILIR-FDR,OGAN_KOMERING_ILIR - SINGAPORE FEEDER SERVICE
MAEU,ORKANGER-ROTTERDAM,ORKANGER - ROTTERDAM FEEDER SERVICE
MAEU,PACIFIC-LATIN_AMERICA,PACIFIC - LATIN AMERICA SERVICE
MAEU,PAKISTAN-EXPRESS,PAKISTAN EXPRESS EASTBOUND
MAEU,PAPUA NEW GUINEA,PAPUA NEW GUINEA SERVICE
MAEU,PATAGONIA-FEEDER,PATAGONIA FEEDER
MAEU,PATAGONIA-LOOP1,PATAGONIA SERVICE
MAEU,PATAGONIA-LOOP2,PATAGONIA SERVICE - LOOP 2
MAEU,PERAWANG-FDR,PERAWANG - FEEDER SERVICE
MAEU,PERAWANG-TANJUNG_PELEPAS,PERAWANG - TANJUNG PELEPAS FEEDER SERVICE
MAEU,PERU-FDR,PERU FEEDER SERVICE
MAEU,PHI2-LOOP1,PHILIPPINE FEEDER 2 SERVICE - LOOP1
MAEU,PHI2-LOOP2,PHILIPPINE FEEDER 2 SERVICE - LOOP2
MAEU,PHI3(PH3),PHILIPPINE FEEDER SERVICE 3
MAEU,PHI5,Philippine Feeder 5
MAEU,PH1-PHI1,PHILIPPINE FEEDER SERVICE 1
MAEU,PIRAEUS-LIMASSOL(X07),PIRAEUS - LIMASSOL SERVICE
MAEU,PIRAEUS-MERSIN,PIRAEUS - MERSIN SERVICE
MAEU,PNG-XPS,PAPUA NEW GUINEA EXPRESS SERVICE
MAEU,POLARIS,POLARIS SERVICE
MAEU,PORT KLANG-SINGAPORE,PORT KLANG - SINGAPORE SERVICE
MAEU,PORTUGUESE-MOROCCO-SPAIN,PORTUGUESE - MOROCCO - SPAIN SERVICE
MAEU,PROTEA,PROTEA SERVICE
MAEU,REDSEAS1,RED SEA FEEDER SERVICE 1
MAEU,REDSEAS2,RED SEA FEEDER SERVICE 2
MAEU,River Plate - Middle East,River Plate - Middle East (Samba + ME2)
MAEU,Riverplate,Riverplate - Middle East - Eastbound - Samba ME2
MAEU,RIVER-PLATE-FEEDER,RIVER PLATE FEEDER SOUTHBOUND
MAEU,RL1,GERMANY - TURKEY SERVICE
MAEU,ROTTERDAM-BODOE,ROTTERDAM - BODOE SERVICE
MAEU,ROTTERDAM-DUBLIN,ROTTERDAM - DUBLIN SERVICE
MAEU,ROTTERDAM-TANGIER-PANAMA,ROTTERDAM - TANGIER - PANAMA SERVICE
MAEU,RPE(V24),RCL PALEMBANG EXPRESS SERVICE
MAEU,SAE,SOUTH ATLANTIC EXPRESS SERVICE
MAEU,SAECS,SOUTHERN AFRICA EUROPE CONTAINER SERVICE
MAEU,Safari,OI
MAEU,SAFARI,SAFARI
MAEU,SAKURA,SAKURA EXPRESS SERVICE
MAEU,SAN_ANTONIO_ESTE,SAN ANTONIO ESTE SERVICE
MAEU,SE2,SOUTHEAST ASIA SERVICE 2
MAEU,SHAHEEN-EXP,SHAHEEN EXPRESS SERVICE
MAEU,SHANGHAI-TANJUNG_PELEPAS,SHANGHAI - TANJUNG PELEPAS SERVICE
MAEU,SH1,SHANGHAI SERVICE 1
MAEU,SH2,SHANGHAI SERVICE 2
MAEU,SINGAPORE-BATAM(56M),BATAMINDO SERVICE
MAEU,SINGAPORE-CHITTAGONG,SINGAPORE - CHITTAGONG FEEDER SERVICE
MAEU,SINGAPORE-JAMBI 2,SINGAPORE JAMBI FEEDER SERVICE 2
MAEU,SL CUMBIA,BONITA EXPRESS SERVICE
MAEU,SL-CUMBIA,SL CUMBIA SOUTHBOUND
MAEU,SLH,SLH Eastbound
MAEU,SM3-LOOP1,XIAMEN - TAIWAN SERVICE
MAEU,SM3-LOOP2,XIAMEN - TAIWAN SERVICE
MAEU,SM4,XIAMEN - KAOHSIUNG SERVICE
MAEU,SOCA FEEDER,SOCA FEEDER SERVICE
MAEU,SOHAR-DOHA,SOHAR - DOHA FEEDER SERVICE
MAEU,SOUTH-STAR,SOUTHERN STAR SERVICE
MAEU,SPAIN-PORTUGAL-FDR,SPAIN - PORTUGAL FEEDER SERVICE
MAEU,SSEA,NORTH AMERICA WEST COAST - PACIFIC ISLANDS SERVICE
MAEU,SSS1,STRAITS SHUTTLE SERVICE 1
MAEU,SUDAN EXPRESS,SUDAN EXPRESS SERVICE
MAEU,SVN1,SOUTH VIETNAM FEEDER SERVICE 1
MAEU,SVN2,SVN2 Vietnam Feeder 2
MAEU,SVN3,South Vietnam Feeder 3
MAEU,SYS,SHIN YANG CONTAINER SERVICE
MAEU,SZCZECIN-FDR,SZCZECIN FEEDER SERVICE
MAEU,TANGA-LOOP,TANGA LOOP
MAEU,TANGO,TANGO SERVICE
MAEU,TA1,TRANSATLANTIC SERVICE 1
MAEU,TA2,TRANSATLANTIC SERVICE 2
MAEU,TA3,TA3
MAEU,TA5,TRANSATLANTIC SERVICE 5
MAEU,TA6,TRANSATLANTIC SERVICE 6
MAEU,THAILAND-FDR,THAILAND FEEDER SERVICE
MAEU,THA1,Thailand Feeder 1
MAEU,THA5,Thailand Feeder 5
MAEU,TH9,THAILAND SERVICE 9
MAEU,TONGA,TONGA - SAMOA - NEW ZELAND SERVICE
MAEU,TP,TRANSPACIFIC SERVICE
MAEU,TP-ALASKA,TP ALASKA Westbound
MAEU,TP-ALASKA-E,TP ALASKA EASTBOUND
MAEU,TPX,TRANSPACIFIC WEST COAST SERVICE
MAEU,TP1,TRANSPACIFIC SERVICE 1
MAEU,TP1 Eastbound,TP1 Eastbound
MAEU,TP10,TRANSPACIFIC SERVICE 10
MAEU,TP10-770,TRANSPACIFIC SERVICE 10
MAEU,TP11(USEC6),TRANSPACIFIC SERVICE 11
MAEU,TP12,TP12
MAEU,TP15,TP15 Westbound
MAEU,TP16,TRANSPACIFIC SERVICE 16
MAEU,TP17,TP17 EASTBOUND
MAEU,TP18,TRANSPACIFIC SERVICE 18
MAEU,TP2,TP2
MAEU,TP28,TP28
MAEU,TP5,TRANSPACIFIC SERVICE 5
MAEU,TP5-ALASKA,TRANSPACIFIC ALASKA SERVICE
MAEU,TP6,TRANSPACIFIC SERVICE 6
MAEU,TP8,TP8
MAEU,TR1,Thai-Rangoon Service 1
MAEU,TURKEY-EGYPT,TURKEY - EGYPT SERVICE
MAEU,TWX-LOOP2,TAIWAN - XIAMEN SERVICE
MAEU,UAFL-Loop-1,UAFL Loop 1
MAEU,UCLA,UNITED STATE GULF - CENTRAL AMERICA - SOUTH AMERICA EAST COAST SERVICE
MAEU,UNITED-ARAB,UNITED ARAB SERVICE
MAEU,USHUAIA-FDR,G9A USHUAIA FEEDER SERVICE
MAEU,VENEZUELA FEEDER LAG,VENEZUELA FEEDER LAG EASTBOUND
MAEU,VENEZUELA FEEDER PBL,VENEZUELA FEEDER PBL EASTBOUND
MAEU,Venezuela-Feeder,Venezuela Feeder
MAEU,VIETNAM-CAMBODIA,VIETNAM - CAMBODIA FEEDER SERVICE
MAEU,VIETNAM-CAMBODIA2,VIETNAM - CAMBODIA SERVICE 2
MAEU,V49,VIETNAM - CAMBODIA FEEDER SERVICE 3
MAEU,WAC,WESTERN AUSTRALIA CONNECT SERVICE
MAEU,WAFEX,WAFEX SERVICE
MAEU,WAF1,WEST MEDITERRANEAN - WEST AFRICA RELAY SERVICE 1
MAEU,WAF10,WEST MEDITERRANEAN - WEST AFRICA RELAY SERVICE 10
MAEU,WAF11-MVS,WEST MEDITERRANEAN WEST - AFRICA RELAY SERVICE 11
MAEU,WAF13,WEST MEDITERRANEAN WEST - AFRICA RELAY SERVICE 13
MAEU,WAF2,WEST MEDITERRANEAN WEST - AFRICA RELAY SERVICE 2
MAEU,WAF3,WEST MEDITERRANEAN - WEST AFRICA RELAY SERVICE 3
MAEU,WAF-5,WAF 5
MAEU,WAF5,WEST MEDITERRANEAN - WEST AFRICA RELAY SERVICE 5
MAEU,WAF6,WEST MEDITERRANEAN - WEST AFRICA RELAY SERVICE 6
MAEU,WAF7,WEST MEDITERRANEAN - WEST AFRICA RELAY SERVICE 7
MAEU,WAF8,WEST MEDITERRANEAN WEST - AFRICA RELAY SERVICE 8
MAEU,WAF9B,WAF9B SOUTHBOUND
MAEU,WAF9-CAPE-VERDE,WEST MEDITERRANEAN WEST - AFRICA RELAY SERVICE - CAPE VERDE
MAEU,WCCA,WCCA WEST COAST CENTRAL AMERICA
MAEU,WCCA2,WEST COAST CENTRAL AMERICA SERVICE 2
MAEU,W12,WEST MEDITERRANEAN WEST - AFRICA RELAY SERVICE 12
MAEU,XCL-PANHAI,JAMAICA - HAITI SERVICE
MAEU,XIAMEN-TAICHUNG,XIAMEN - TAICHUNG SERVICE
MAEU,YANGON-TANJUNG_PELEPAS,YANGON - TANJUNG PELEPAS SERVICE
MAEU,Y12,FAR EAST - MIDDLE EAST SERVICE
MAEU,Y46,COLOMBO - KOLKATA SERVICE
MAEU,Y52,EXPRESS JEBEL ALI - SHARJAH FEEDER SERVICE
MAEU,Y72,COLOMBO - JEBEL ALI SERVICE
MAEU,ZANZIBAR-KISIWA,ZANZIBAR KISIWA EXPRESS SERVICE
MAEU,ZARATE-FDR,ZARATE FEEDER SERVICE
MAEU,ZARATE-FEEDER,ZARATE FEEDER NORTHBOUND
MAEU,Z01-FDR,XCL GREECE SERVICE
MAEU,Z01-XCL-GREECE,Z01 XCL GREECE
MAEU,Z02-XCL-Cartagena-Shuttle,Z02 - XCL Cartagena Shuttle
MAEU,Z03-FDR,CANARY - AGADIR - MELILLA SERVICE
MAEU,Z04-UFS-PSD-MRH,Z04 UFS PSD-MRH
MAEU,Z04XCL,XCL INTRA SPAIN SERVICE
MAEU,Z07,XCL ATLANTIC SERVICE
MAEU,Z12-XCL-TUNIS-VALENCIA-MTYS,Z12 XCL TUNIS - VALENCIA MTYS
MAEU,Z14-5EX,XCL CASABLANCA - LISBON FEEDER SERVICE
MAEU,Z20-FDR,EUROPE MEDITERRANEAN SERVICE
MAEU,Z21-MCL-BEIRUT-SHUTTLE,Z21 MCL BEIRUT SHUTTLE
MAEU,Z25 PSD DAM ERO,Z25 PSD DAM ERO
MAEU,Z26,COPENHAGEN FEEDER SERVICE
MAEU,Z29-PIRAEUS,Z29 PIRAEUS-LEVANT
MAEU,Z33-NEW-LIBYA-SETUP,Z33 NEW LIBYA SETUP
MAEU,Z35-EMES-GREECE,Z35 - EMES GREECE
MAEU,Z42-MALTA,Z42 MALTA - DURRES EMPTIES
MAEU,Z43-FDR,TUNIS FEEDER SERVICE
MAEU,Z44-FEEDER,Z44 FEEDER
MAEU,Z51,PORT SAID SERVICE - IZMIR LINK
MAEU,Z57,GERMANY - NORWAY SERVICE 2
MAEU,Z85,UNIFEEDER PORT SAID - ALEXANDRIA FEEDER SERVICE
MAEU,Z89,Z89 ASHDOD-IZMIR EMPTIES
MAEU,Z91,Szczecin Service
MAEU,Z96,NORTH EUROPE FEEDER SERVICE
MAEU,Z99,Z99 ASHDOD - IZMIR EMPTIES SERVICE
MAEU,071 - Southern Star,Southern Star
MAEU,08H-PNG,O8H - PNG EXPRESS
MAEU,23H-FEO,MATADI FEEDER SERVICE
MAEU,23M-FDR,EQUATORIAL GUINEA - CONGO SERVICE
MAEU,23W-FDR,ANGOLA FEEDER SERVICE
MAEU,251S,PROTEA SOUTHBOUND
MAEU,33J-FDR,BTL TUTICORIN FEEDER SERVICE
MAEU,334-FEO,KUWAIT FEEDER SERVICE
MAEU,34Q-FEO,XPRESS YEMEN FEEDER SERVICE
MAEU,34V-FDR,JEBEL ALI - BAHRAIN - JUBAIL - JEBEL ALI SERVICE
MAEU,409-ME6,ME6 - MIDDLE EAST
MAEU,45Q,ROTTERDAM GOTHENBURG SERVICE
MAEU,470 GBF FEEDER 2,470 GBF FEEDER 2
MAEU,470 GBF FEEDER 3,470 GBF FEEDER 3
MAEU,470-FDR3,47O BG FREIGHT FEEDER SERVICE 3
MAEU,48A,GREAT BRITAIN FREIGHT FEEDER SERVICE
MAEU,49A-FDR,NORWEGIAN EAST COAST SERVICE
MAEU,49H-FDR,NORWEGIAN EAST COAST SERVICE
MAEU,49T-FDR,ADRIATIC SHUTTLE SERVICE
MAEU,49U FDR,GREECE - CROATIA SERVICE
MAEU,499 - WALLENIUS,WALLENIUS SERVICE
MAEU,506-FDR,CURACAO FEEDER SERVICE - ACMH
MAEU,53L-FDR,COMBODIA - VIETNAM FEEDER SERVICE
MAEU,55Q-FDR,JAMBI - SINGAPORE FEEDER SERVICE
MAEU,56B-FDR,PERAWANG - SINGAPORE FEEDER SERVICE
MAEU,56C-FDR,JAKARTA - PADANG FEEDER SERVICE
MAEU,57B FDR,VIETNAM - CAMBODIA FEEDER SERVICE 2
MAEU,84X-FDR,ANDINO SERVICE
MATS,API,ASIA : Pacific Islands
MATS,CHINA,CHINA SERVICE
MATS,CLX,CHINA - LONG BEACH EXPRESS SERVICE
MATS,CLX+,CHINA - LONG BEACH EXPRESS PLUS SERVICE
MATS,CLX1,Matson - China/Long Beach Express
MATS,HAWAII,HAWAII SERVICE
MATS,Hawaii (Loop 1),Hawaii (Loop 1)
MATS,SPX,SOUTH PACIFIC EXPRESS SERVICE
MCPU,AC2-AC3 PENDULUM,ASIA CENTRAL AMERICA PENDULUM SERVICE
MCPU,AE10,ASIA EUROPE SERVICE 10
MCPU,AE15,ASIA EUROPE SERVICE 15
MCPU,BAN1,BANGLADESH FEEDER SERVICE 1
MCPU,BAN2,BANGLADESH FEEDER SERVICE 2
MCPU,BAN4,BANGLADESH FEEDER SERVICE 4
MCPU,BNX,BUSAN - NIIGATA EXPRESS SERVICE
MCPU,CHINA-JAPAN,CHINA - JAPAN SERVICE
MCPU,CTX,CHINA THAILAND EXPRESS SERVICE
MCPU,D8B-FDR,SURABAYA - MAKASSAR FEEDER SERVICE
MCPU,FEIS3(FI3),FAR EAST-INDIAN SUBCONTINENT SERVICE 3
MCPU,FEW2,FAR EAST - WEST AFRICA SERVICE 2
MCPU,FEW3,FAR EAST - WEST AFRICA SERVICE 3
MCPU,HP3,HAIPHONG EXPRESS SERVICE 3
MCPU,IA1,INTRA ASIA SERVICE 1
MCPU,IA10,INTRA ASIA SERVICE 10
MCPU,IA28,INTRA ASIA SERVICE 28
MCPU,IA3,INTRA ASIA SERVICE 3
MCPU,IA5,INTRA ASIA SERVICE 5
MCPU,IA7,INTRA ASIA SERVICE 7
MCPU,IA8,INTRA ASIA SERVICE 8
MCPU,IA80,INTRA ASIA SERVICE 80
MCPU,IA88,INTRA ASIA SERVICE 88
MCPU,IA9,INTRA ASIA SERVICE 9
MCPU,IA98,INTRA ASIA SERVICE 98
MCPU,IN4,SURABAYA - DILI FEEDER SERVICE
MCPU,I86,INTRA ASIA SERVICE 86
MCPU,JAKARTA-MAKASSAR,JAKARTA - MAKASSAR FEEDER SERVICE
MCPU,JAKARTA-SURABAYA-BITUNG,JAKARTA - SURABAYA - BITUNG SERVICE
MCPU,JAMBI,JAMBI FEEDER SERVICE
MCPU,JHT,JAPAN - TAIWAN EXPRESS SERVICE
MCPU,JTS,JAPAN - TAIWAN - SOUTH CHINA EXPRESS SERVICE
MCPU,JTX,JAPAN THAILAND EXPRESS SERVICE
MCPU,KHX,KOREA - HAIPHONG EXPRESS SERVICE
MCPU,KO1,SINGAPORE CAMBODIA SERVICE
MCPU,NEOASAS,ASIA EAST COAST OF SOUTH AMERICA SERVICE
MCPU,NH1,NIIGATA FEEDER SERVICE
MCPU,NV2,NORTH VIETNAM FEEDER SERVICE 2
MCPU,PALEMBANG-JAKARTA,PALEMBANG - JAKARTA FEEDER SERVICE
MCPU,PHI2-LOOP1,PHILIPPINE FEEDER 2 SERVICE - LOOP1
MCPU,PHI2-LOOP2,PHILIPPINE FEEDER 2 SERVICE - LOOP2
MCPU,PHI3(PH3),PHILIPPINE FEEDER SERVICE 3
MCPU,PHI5(PH5),PHILIPPINE FEEDER SERVICE 5
MCPU,PH1-PHI1,PHILIPPINE FEEDER SERVICE 1
MCPU,RPE(V24),RCL PALEMBANG EXPRESS SERVICE
MCPU,SAFARI,SAFARI SERVICE
MCPU,SAKURA,SAKURA EXPRESS SERVICE
MCPU,SDD,SURABAYA DILI DARWIN SERVICE
MCPU,SE2,SOUTHEAST ASIA SERVICE 2
MCPU,SH1,SHANGHAI SERVICE 1
MCPU,SH2,SHANGHAI SERVICE 2
MCPU,SINGAPORE-JAMBI 2,SINGAPORE JAMBI FEEDER SERVICE 2
MCPU,SK1,SHANGHAI KANTO SERVICE 1
MCPU,SK2,SHANGHAI KANTO SERVICE 2
MCPU,SSS1,STRAITS SHUTTLE SERVICE 1
MCPU,SVN1,SOUTH VIETNAM FEEDER SERVICE 1
MCPU,TH9,THAILAND SERVICE 9
MCPU,TP1,TRANSPACIFIC SERVICE 1
MCPU,TP16,TRANSPACIFIC SERVICE 16
MCPU,TP18,TRANSPACIFIC SERVICE 18
MCPU,VCS,SINGAPORE - QINZHOU SERVICE
MCPU,VMS,VIETNAM - MALAYSIA SERVICE
MCPU,V22,PONTIANAK - SINGAPORE FEEDER SERVICE
MCPU,V36,SINGAPORE - INDONESIA SERVICE
MCPU,55J FDR,INDONESIA - MALAYSIA SERVICE 2
MCPU,55Q-FDR,JAMBI - SINGAPORE FEEDER SERVICE
MCPU,56C-FDR,JAKARTA - PADANG FEEDER SERVICE
MCSM,MACS,MACS
MELI,BRACOMRC,BRACOMRC  SERVICE
MELI,NEWNEXCO,NEW NORTHEAST EXPRESS CONNECTION SERVICE
MELI,PLATAMRC,PLATA CONNECTION SERVICE
MFUS,ALGERIA-MAGHREB,ALGERIA - MAGHREB SERVICE
MFUS,FERRYMAR,FERRYMAR SERVICE
MFUS,IEX,INDIA EAST COAST EXPRESS SERVICE
MFUS,MEDITERRANEAN-CARIBBEAN,MEDITERRANEAN - CARIBBEAN SERVICE
MFUS,MPV,EUROPE - CARIBBEAN SERVICE
MFUS,NASP,NORTH ATLANTIC SOUTH PACIFIC SERVICE
MFUS,NEFWIS,NORTHERN EUROPE - FRENCH WEST INDIES SERVICE
MFUS,SOUTH AMERICA,SOUTH AMERICA SERVICE
MFUS,TUNISIA-MAGHREB,TUNISIA - MAGHREB SERVICE
MSCU,ADRIAKIA,ADRIAKIA SERVICE
MSCU,ADRIATIC TO E - MED,ADRIATIC TO EASTERN - MEDITERRANEAN SERVICE
MSCU,ADRIATIC-LINE-A,LINE A - ADRIATIC - ISRAEL SERVICE
MSCU,ADRIATIC-LINE-D,LINE D - ADRIATIC - GREECE -  EAST MEDITERRANEAN SERVICE
MSCU,ADRIATIC-SOUTHTURKEY,ADRIATIC AND SOUTH TURKEY - ISRAEL AND EGYPT SERVICE
MSCU,ALBANIA-SHUTTLE-LINE-1,LINE I - GIOIA TAURO - SICILY - ALBANIA SHUTTLE SERVICE
MSCU,ALBATROS,ASIA - NORTH EUROPE - ALBATROS SERVICE
MSCU,AMAZONE-FDR,AMAZONE FEEDER SERVICE
MSCU,AMBERJACK,AMBERJACK SERVICE
MSCU,AMERICA,AMERICA SERVICE
MSCU,ANDES,ANDES EXPRESS SERVICE
MSCU,ANGOLA,ANGOLA SERVICE
MSCU,APAPA-FDR,APAPA FEEDER SERVICE
MSCU,AUSTRALIA-XPS,AUSTRALIA EXPRESS SERVICE
MSCU,AZTEC,ASIA - LATIN AMERICA - AZTEC SERVICE
MSCU,BAHAMAS-XPS,BAHAMAS EXPRESS SERVICE
MSCU,BALTIC-LOOP1,BALTIC SERVICE - LOOP 1
MSCU,BALTIC-LOOP10,BALTIC SERVICE - LOOP 10
MSCU,BALTIC-LOOP11,BALTIC SERVICE - LOOP 11
MSCU,BALTIC-LOOP2,BALTIC SERVICE - LOOP 2
MSCU,BALTIC-LOOP3,BALTIC SERVICE - LOOP 3
MSCU,BALTIC-LOOP5,BALTIC SERVICE - LOOP 5
MSCU,BALTIC-LOOP6,BALTIC SERVICE - LOOP 6
MSCU,BALTIC-LOOP8,BALTIC SERVICE - LOOP 8
MSCU,BALTIC-LOOP9,BALTIC SERVICE - LOOP 9
MSCU,BAR-BEANRBEZEE,BARGE SERVICE
MSCU,BAR-NLRTMBEANR,BARGE SERVICE
MSCU,BEANR-FRDKK-FRMTX-FRBES,ANTWERP - DUNKERQUE - MONTOIR - BREST PENDULUM SERVICE
MSCU,BEANR-GBTEE-GBGRG,ANTWERP - TEESPORT - GRANGEMOUTH SERVICE
MSCU,BENGAL,BENGAL SERVICE
MSCU,BENIN,BENIN FEEDER SERVICE
MSCU,BLACK SEA-TURKIYE-ISRAEL,BLACK SEA AND TURKIYE - ISRAEL AND EGYPT SERVICE
MSCU,BURMA,BURMA SERVICE
MSCU,CALDERA-FDR,CALDERA FEEDER SERVICE
MSCU,CALIFORNIA-XPS,CALIFORNIA EXPRESS SERVICE
MSCU,CAMEROON-FDR,CAMEROON FEEDER SERVICE
MSCU,CANADA EXPRESS 1,CANADA EXPRESS 1
MSCU,CANADA EXPRESS 2,CANADA EXPRESS 2
MSCU,CANADA_GULF_BRIDGE,CANADA GULF BRIDGE SERVICE
MSCU,CANADA-XPS-1,CANADA EXPRESS SERVICE 1
MSCU,CANADA-XPS-2,CANADA EXPRESS SERVICE 2
MSCU,CANARY-GAMBIA-FDR,CANARY ISLAND - GAMBIA FEEDER SERVICE
MSCU,CAPRICORN,CAPRICORN SERVICE
