CARRIER,CODE,NAME
ACLU,AL2,ATLANTIC SERVICE - LOOP 2
ACLU,AL4,ATLANTIC SERVICE 4
ACLU,ATA,A-SERVICE
AMLU,MIAMI-DOMINICAN_REP,MIAMI - DOMINICAN REPUBLIC SERVICE
AMLU,MIAMI-HAITI,MIAMI - HAITI SERVICE
AMLU,MIAMI-RIO_HAINA,MIAMI - RIO HAINA SERVICE
AMLU,PORT-AU-PRINCE,PORT - AU - PRINCE SERVICE
ANLC,AAX1,AAX1
ANLC,AAX2,AAX2
ANLC,PAX,PAX
ANLC,WESTPAC,WESTPAC
ANNU,AAXEANL,SOUTH EAST ASIA - AUSTRALIA EAST CHINA LOOP SERVICE
ANNU,AAXSANL,SOUTH EAST ASIA - AUSTRALIA SOUTH LOOP SERVICE
ANNU,AAXWANL,SOUTH EAST ASIA - AUSTRALIA WEST CHINA LOOP SERVICE
ANNU,ACSA1,ASIA CENTRAL SOUTH AMERICA SERVICE 1
ANNU,ACSA2,ASIA CENTRAL SOUTH AMERICA 2
ANNU,ACSA3,ASIA CENTRAL SOUTH AMERICA SERVICE 3
ANNU,ALTAMIRA,ALTAMIRA EXPRESS SERVICE
ANNU,AMERIGO,AMERIGO SERVICE
ANNU,ANZ,FIJI - WALLIS - FUTUNA SERVICE
ANNU,ANZ SHUTTLE,AUSTRALIA NOUMEA NEWZEALAND SERVICE
ANNU,ANZEX,ANZEX
ANNU,APRANL-MADANG,ASIA - PAPUA NEW GUINEA SERVICE
ANNU,ASAFGR,ASIA WEST AFRICA SERVICE
ANNU,ASEA,ASEA TANZANIA SERVICE
ANNU,ASEA2,ASEA KENYA SERVICE
ANNU,AS1,ASIA SUBCONTINENT EXPRESS SERVICE
ANNU,AS6,ASIA SUBCONTINENT EXPRESS SERVICE 6
ANNU,AS8,ASIA SUBCONTINENT EXPRESS SERVICE 8
ANNU,AS9,ASIA SUBCONTINENT EXPRESS SERVICE 9
ANNU,AZTECAF2,AZTECA FEEDER SERVICE 2
ANNU,A3C,Central China <> Australia
ANNU,A3N,AUSTRALIA - NORTHERN EXPRESS SERVICE
ANNU,A3S,AUSTRALIA - SOUTHERN EXPRESS SERVICE
ANNU,BBXCNC,BENGAL BAY EXPRESS SERVICE
ANNU,BBX2,BENGAL BAY EXPRESS SERVICE 2
ANNU,BBX3CNC,BENGAL BAY EXPRESS SERVICE 3
ANNU,BEX,BOSPHORUS EXPRESS SERVICE
ANNU,BEX2,PHOENICIAN EXPRESS SERVICE
ANNU,BMXCNC,SOUTH EAST ASIA SERVICE
ANNU,BOHAI,BOHAI SERVICE
ANNU,BRASEX,BRAZIL EXPRESS SERVICE
ANNU,CAGML,CAGEMA MAIN LINER SERVICE
ANNU,CBX,CHESAPEAKE BAY EXPRESS SERVICE
ANNU,CCSR,GAF COLOMBO CHITTAGONG SERVICE
ANNU,CIMEX1,CHINA INDIA MIDDLE EAST EXPRESS SERVICE 1
ANNU,CIMEX5,CHINA INDIA MIDDLE EAST EXPRESS SERVICE 5
ANNU,CIMEX7,CHINA INDIA MIDDLE EAST EXPRESS SERVICE 7
ANNU,CIX,CHINA INDIA EXPRESS SERVICE
ANNU,CJX,COLUMBUS JAX SERVICE
ANNU,CMS2CNC,CHINA MALAYSIA SERVICE 2 - CME
ANNU,CMX6JDX,CIMEX 6 JADE EXPRESS SERVICE
ANNU,CNFUG,SUD CHINA SERVICE 6
ANNU,CNNGB04,CENTRAL CHINA SERVICE 4
ANNU,CNXMN,SUD CHINA SERVICE 8
ANNU,CPNW,COLUMBUS PNW SERVICE
ANNU,CP2CNC,CHINA - PHILIPPINES - HONG KONG CHINA SERVICE
ANNU,CP8,CHINA PHILIPPINES SERVICE 8
ANNU,CSE,NORTH CHINA SOUTH EAST ASIA EXPRESS SERVICE 1
ANNU,CS1,CHINA - SOUTHEAST ASIA SERVICE 1
ANNU,CS2CNC,SOUTH EAST ASIA LOOP 2
ANNU,DAH,DAHLIA SERVICE
ANNU,EXX,EAGLE EXPRESS SERVICE X
ANNU,EX1,EAGLE EXPRESS SERVICE 1
ANNU,FAL1,FRENCH ASIA LINE 1
ANNU,FAL3,FRENCH ASIA LINE 3
ANNU,FAL5,FRENCH ASIA LINE 5
ANNU,FAL6,FRENCH ASIA LINE 6
ANNU,FAL7,FRENCH ASIA LINE 7
ANNU,FAL8,FRENCH ASIA LINE 8
ANNU,GEX,GUANGDONG EXPRESS SERVICE
ANNU,GMXP,GULF OF MEXICO EXPRESS SERVICE
ANNU,GULFEICF,FAS GULF EMIRATES INDIA COLOMBO FEEDER SERVICE
ANNU,GULFEINF,FAS GULF EMIRATES INDIA FEEDER SERVICE
ANNU,GULFEMF1,FAS - GULF EMIRATES BAHRAIN FEEDER SERVICE
ANNU,GULFFJR,FAS JEBEL ALI FUJERAH SERVICE
ANNU,GULFHERC,FAS HERCULES SERVICE
ANNU,GULFIG1,FAS INDIA - GULF SERVICE 1
ANNU,GULFJJS1,FAS GULF JEDDAH FEEDER SERVICE 1
ANNU,GULFJYS,SSL EUROPE JEBEL ALI YEMEN SERVICE
ANNU,GULFOMAF,FAS GULF OMAN FEEDER SERVICE
ANNU,GULFOMF2,FAS GULF OMAN FEEDER SERVICE 2
ANNU,GULFSAK2,FAS GULF EMIRATES IRAQ SHUTTLE SERVICE 2
ANNU,HHX3CNC,HONG KONG - HAIPHONG EXPRESS SERVICE 3
ANNU,HIXP,HIBISCUS EXPRESS SERVICE
ANNU,HSF1CNC,HAIPHONG SINGAPORE FEEDER SERVICE 1
ANNU,IA88CNC,CHINA - JAPAN - VIETNAM SERVICE
ANNU,IEX,INDIA EAST COAST EXPRESS SERVICE
ANNU,INDAMEX,INDIA AMERICA EXPRESS SERVICE
ANNU,INDAMEX2,INDIA AMERICA EXPRESS 2
ANNU,JMVCNC,JAPAN MALAYSIA VIETNAM SERVICE
ANNU,JPX,JAPAN EXPRESS SERVICE
ANNU,JTCCNC,JAPAN - TAIWAN -HONG KONG - THAILAND SERVICE 2
ANNU,JTVS,JAPAN THAILAND VIETNAM SERVICE
ANNU,JTX,JAPAN - TAIWAN - THAILAND EXPRESS SERVICE
ANNU,JVH,JAPAN - VIETNAM - HAIPHONG SERVICE
ANNU,KCM,KOREA - CHINA - MALAYSIA SERVICE
ANNU,KCM2CNC,KOREA CHINA MALAYSIA SERVICE 2
ANNU,KIX,KIWI INTERNATIONAL EXPRESS SERVICE
ANNU,KI2CNC,KOREA - INDONESIA SERVICE 2
ANNU,LCXPCNC,LAEM CHABANG EXPRESS SERVICE
ANNU,MANB,MANHATTAN BRIDGE SERVICE
ANNU,MA5APL,PENANG - PORT KELANG - SINGAPORE SERVICE
ANNU,MCTCNC,CENTRAL CHINA - TAIWAN SERVICE
ANNU,MEDEX,MEDITERRANEAN EXPRESS SERVICE
ANNU,MEDGULF,MEDITERRANEAN GULF SERVICE
ANNU,MEGEM,MIDDLE EAST GULF EAST MEDITERRANEAN SERVICE
ANNU,MEX,MEDITERRANEAN CLUB EXPRESS SERVICE
ANNU,MGBAPL,SINGAPORE MONGLA SERVICE
ANNU,NCLEVANT,SSL MEDITERRANEAN NC LEVANT EXPRESS SERVICE
ANNU,NCT2CNC,NORTH CHINA - TAIWAN SERVICE 2
ANNU,NCXCNC,NORTH CHINA - HONG KONG - VIETNAM SERVICE
ANNU,NCX2,NORTH CHINA - HONG KONG - VIETNAM SERVICE 2
ANNU,NEWMEX2S,MEDITERRANEAN CLUB EXPRESS SERVICE 2
ANNU,NEWMO,NEW NORTH EUROPE MEDITERRANEAN OCEANIA SERVICE
ANNU,NKT,NEW KOREA - THAILAND SERVICE
ANNU,NPFCNC,NINE PROVINCES FEEDER SERVICE
ANNU,NWX,NORTHWEST EXPRESS SERVICE
ANNU,NZ-FIJI,NZ-FIJI
ANNU,NZPF(TAHITI),NEW ZEALAND PAPEETE SERVICE
ANNU,PAX,PAX
ANNU,PAXANL-LOOP1,PERKINS ANL EXPRESS SERVICE
ANNU,PAXANL-LOOP2,PERKINS ANL EXPRESS SERVICE
ANNU,PCX,PACIFIC COAST EXPRESS SERVICE
ANNU,PEX2,PACIFIC EAST COAST SERVICE 2
ANNU,PEX3,PACIFIC EXPRESS SERVICE 3
ANNU,RBHCNC,BANGKOK HAIPHONG SERVICE
ANNU,REDSEAYF,FAS YEMEN FEEDER SERVICE
ANNU,REX,RED SEA EXPRESS SERVICE
ANNU,REX2,RED SEA EXPRESS SERVICE 2
ANNU,RSECNC,SINGAPORE SONGKHLA SERVICE
ANNU,RTWPAN,PANAMA DIRECT LINE
ANNU,SAX,SOUTH ATLANTIC EXPRESS SERVICE
ANNU,SCS,SOUTH CHINA SEA SERVICE
ANNU,SEASIA10,SOUTH EAST ASIA FEEDER SERVICE 10
ANNU,SEASIA16,SOUTH EAST ASIA FEEDER SERVICE 16
ANNU,SEASIA31,SOUTH EAST ASIA FEEDER SERVICE 31
ANNU,SEASIA36,SOUTH EAST ASIA FEEDER SERVICE 36
ANNU,SEASIA51,SOUTH EAST ASIA FEEDER SERVICE 51
ANNU,SEASIA6,SOUTH EAST ASIA FEEDER SERVICE 6
ANNU,SEASIA9,SOUTH EAST ASIA FEEDER SERVICE 9
ANNU,SEAS2,ASIA SOUTH AMERICA EAST COAST SERVICE 2
ANNU,SGSCNC,SINGAPORE VIETNAM SERVICE
ANNU,SOUTHPAC,SOUTHPAC
ANNU,TAHITI,TAHITI
ANNU,TUX,TURKEY UNITED STATES EXPRESS SERVICE
ANNU,TWPKS,TWIN PEAKS EXPRESS SERVICE
ANNU,TWS,TAIWAN STRAIT SERVICE
ANNU,TXGEAS,NORTH CHINA SERVICE 8
ANNU,TXGSIMA,NORTH CHINA SERVICE 7
ANNU,VESPUCCI,VESPUCCI SERVICE
ANNU,VICTORY,VICTORY BRIDGE SERVICE
ANNU,WAX,WEST AFRICA EXPRESS SERVICE
ANNU,WESTPAC,AUSTRALIA WEST PACIFIC NEW ZEALAND SERVICE
ANRM,ALCT1,BRAZIL CABOTAGE SERVICE 1
ANRM,ALCT2,BRAZIL CABOTAGE SERVICE 2
ANRM,ALCT4,BRAZIL CABOTAGE SERVICE 4
APLU,AAXEANL,SOUTH EAST ASIA - AUSTRALIA EAST CHINA LOOP SERVICE
APLU,AAXSANL,SOUTH EAST ASIA - AUSTRALIA SOUTH LOOP SERVICE
APLU,AAXWANL,SOUTH EAST ASIA - AUSTRALIA WEST CHINA LOOP SERVICE
APLU,ACE,ASIA COLOMBIA EXPRESS SERVICE
APLU,ACX1-LOOP1,SSLEUR ALGECIRAS - BILBAO FEEDER - ESALGBIF
APLU,ACX1-LOOP2,SSLEUR ALGECIRAS - BILBAO FEEDER - ESALGBIF
APLU,ADRIAFD1,3PF ADRIATIC FEEDER SERVICE 1
APLU,ADRIMED,SSL ADRIATIC MEDITERRANEAN EXPRESS SERVICE
APLU,ADRINAF,SSL MEDITERRANEAN ADRINAF SERVICE
APLU,ADX,ADRIATIC EXPRESS SERVICE
APLU,AGAPOME,SSL MEDITERRANEAN AGAPOME SERVICE
APLU,ALTAMIRA,ALTAMIRA EXPRESS SERVICE
APLU,AMERICAS,AMERICAS SERVICE
APLU,AMERIGO,AMERIGO SERVICE
APLU,AMERXL,AMERICAS XL SERVICE
APLU,ANTBOT,SSL EUROPE ANTWERP BOTHNIA SERVICE
APLU,ARX,ARACARI EXPRESS SERVICE
APLU,ASAFGR,ASIA WEST AFRICA SERVICE
APLU,ASEA,ASEA TANZANIA SERVICE
APLU,ASEA2,ASEA KENYA SERVICE
APLU,AS1,ASIA SUBCONTINENT EXPRESS SERVICE
APLU,AS6,ASIA SUBCONTINENT EXPRESS SERVICE 6
APLU,AS8,ASIA SUBCONTINENT EXPRESS SERVICE 8
APLU,AS9,ASIA SUBCONTINENT EXPRESS SERVICE 9
APLU,ATLFEED-LOOP1,ATLANTIC FEEDER SERVICE LOOP 1
APLU,ATLFEED-LOOP2,ATLANTIC FEEDER SERVICE LOOP 2
APLU,AW1,CHINA ALL WATER SERVICE - LOOP 1
APLU,AW2,CHINA ALL WATER SERVICE - LOOP 2
APLU,AW4,AW4 - China AW Loop 4
APLU,AW5,CHINA ALL WATER SERVICE - LOOP 5
APLU,A3C,AUSTRALIA - CENTRAL CHINA EXPRESS SERVICE
APLU,A3N,AUSTRALIA - NORTHERN EXPRESS SERVICE
APLU,A3S,AUSTRALIA - SOUTHERN EXPRESS SERVICE
APLU,BALT1CS,BALT1 CONTAINERSHIPS SERVICE
APLU,BALT2CS,BALT2 CONTAINERSHIPS SERVICE
APLU,BALT3CS,BALT3 CONTAINERSHIPS SERVICE
APLU,BBXCNC,BENGAL BAY EXPRESS SERVICE
APLU,BBX2,BENGAL BAY EXPRESS SERVICE 2
APLU,BBX3,CHINA - BANGLADESH - VIETNAM SERVICE 3
APLU,BEX,BOSPHORUS EXPRESS SERVICE
APLU,BGDFX1,GAF BANGLADESH FEEDER SERVICE - BGDX1
APLU,BGDFX2,GAF BANGLADESH FEEDER SERVICE - BGDX2
APLU,BGS01,SSLEUR BGS BELFAST ROTTERDAM SERVICE
APLU,BIGEX,BANGLADESH INDIA GULF EXPRESS SERVICE
APLU,BIJAGOS,BIJAGOS SHUTTLE SERVICE
APLU,BLCKSEA1,3PF BLACK SEA SERVICE 1
APLU,BLXCS,BALTIC EXPRESS CONTAINERSHIPS SERVICE
APLU,BOHAM,SSL EUROPE BOTHNIA HAMBURG FEEDER SERVICE
APLU,BOHAM2,SSL EUROPE BOTHNIA HAMBURG FEEDER SERVICE 2
APLU,BOHAM3,BOTHNIA HAMBURG FEEDER 3
APLU,BRASEX,BRAZIL EXPRESS SERVICE
APLU,BREST2,SSL EUROPE BREST ROTTERDAM FEEDER SERVICE 2
APLU,BSMAR,MEDITERRANEAN BLACK SEA MARMARA MOROCCO SERVICE
APLU,CALFB,CALIFORNIA BRIDGE SERVICE
APLU,CBX,CHESAPEAKE BAY EXPRESS SERVICE
APLU,CCSR,GAF COLOMBO CHITTAGONG SERVICE
APLU,CC2,CENTRAL CHINA SERVICE - LOOP 2
APLU,CC2 OCEAN Alliance,Central China - Loop 2
APLU,CC9,CENTRAL CHINA SERVICE - LOOP 9
APLU,CC9 OCEAN Alliance,Central China - Loop 9
APLU,CDX,CONDOR EXPRESS SERVICE
APLU,CGX,SSL MEDITERRANEAN CAUCASUS GEORGIA EXPRESS SERVICE
APLU,CHT - CT1,Chittagong Feeder Service
APLU,CHT - CT2,Chittagong Feeder Service
APLU,CHT - CT3,Chittagong Feeder Service
APLU,CIMEX1,CHINA INDIA MIDDLE EAST EXPRESS SERVICE 1
APLU,CISSCS,CISS CONTAINERSHIPS SERVICE
APLU,CIX,CHINA INDIA EXPRESS SERVICE
APLU,CMS2,CHINA MALAYSIA SERVICE 2 - CME
APLU,CMX,CARIBBEAN MARTIN EXPRESS SERVICE
APLU,CMX6JDX,CIMEX 6 JADE EXPRESS SERVICE
APLU,CNNGB04,INCHON - NINGBO - INCHON SERVICE
APLU,CPNW,COLUMBUS PNW SERVICE
APLU,CPX,COLOMBIA - PANAMA EXPRESS SERVICE
APLU,CP6,CHINA - PHILIPPINES SERVICE 6
APLU,CP8,CHINA PHILIPPINES SERVICE 8
APLU,CROSSMED,CROSS MEDITERRANEAN SERVICE
APLU,CRX,CARACARA EXPRESS SERVICE
APLU,CSE,NORTH CHINA SOUTH EAST ASIA EXPRESS SERVICE 1
APLU,CS1,CHINA - SOUTH EAST ASIA SERVICE 1
APLU,CS6,CHINA - SOUTHEAST ASIA SERVICE 6
APLU,CTE,CHINA - TAIWAN SERVICE
APLU,CTV2,CHINA - THAILAND - VIETNAM SERVICE 2
APLU,CT1,CHINA - THAILAND - SERVICE 1
APLU,CT2,CHINA - THAILAND SERVICE 2
APLU,CVI,CHINA - VIETANM - INDONESIA SERVICE
APLU,CV2,CHINA - VIETNAM SERVICE 2
APLU,CXX,CENTRAL AMERICA EXPRESS SERVICE 2
APLU,C3M,PORT KELANG MUNDRA COLOMBO SERVICE
APLU,DAI,CHINA VIETNAM SERVICE
APLU,DENMS1,SSL EUROPE DENMARK SERVICE 1
APLU,DENMS2,SSL EUROPE DENMARK SERVICE 2
APLU,DENMS3,SSL EUROPE DENMARK SERVICE 3
APLU,DKXCS,DENMARK EXPRESS CS SERVICE
APLU,DUBANR,SSL EUROPE DUBLIN ANTWERP FEEDER SERVICE
APLU,DUBARST,SSL EUROPE DUBLIN RST APM FEEDER SERVICE
APLU,DUBLINRS,SSLEUR DUBLIN ROTTERDAM SERVICE
APLU,DUBRST2,SSL EUROPE DUBLIN RST FEEDER SERVICE
APLU,DUNRO,SSL EUROPE DUNKERQUE ROTTERDAM SERVICE
APLU,ECUKS1,SSL EUROPE EAST COAST UNITED KINGDOM ROTTERDAM SERVICE 1
APLU,ECUKS2,SSL EUROPE EAST COAST UNITED KINGDOM SERVICE 2
APLU,ECUKS3,SSL EUROPE EAST COAST UNITED KINGDOM ROTTERDAM SERVICE 3
APLU,ECUKS4,SSL EUROPE EAST COAST UNITED KINGDOM TEESPORT SERVICE 4
APLU,ECUKS6,SSL EUROPE ROTTERDAM HULL SERVICE
APLU,EGYPT,INTRA EGYPT SERVICE
APLU,EGYPT1,3PF INTRA EGYPT SERVICE 1
APLU,EGY3PF,3PF EGYPT DUMMY FEEDER SERVICE
APLU,ELDORADO,ELDORADO SHUTTLE SERVICE
APLU,EPIC,EUROPE PAKISTAN INDIA CONSORTIUM SERVICE
APLU,EPIC2,EUROPE PAKISTAN INDIA CONSORTIUM SERVICE 2
APLU,ESALGCAX,ALGECIRAS - BILBAO FEEDER SERVICE
APLU,EUNCL1,SSL EUROPE NCL HAMBURG BREMERHAVEN SERVICE
APLU,EUNCL2,SSL EUROPE NCL ROTTERDAM WC NORWAY - ORKANGER SERVICE
APLU,EUNCL4,SSL EUROPE NCL ROTTERDAM WEST COASTNORWAY - STOKMARKNES SERVICE
APLU,EURAF1,EUROPE AFRIQUE SERVICE 1
APLU,EURAF2,EUROPE AFRIQUE SERVICE 2
APLU,EURAF4,EUROPE AFRIQUE SERVICE 4
APLU,EURAF5,EUROPE AFRIQUE SERVICE 5
APLU,EUROMAR,SSL MEDITERRANEAN EUROPE MOROCCO SERVICE
APLU,EXX,EAGLE EXPRESS SERVICE - X
APLU,EXX Hawaii,Eagle Express X (Hawaii)
APLU,EX1,EAGLE EXPRESS SERVICE 1
APLU,EX1APL,Eagle Express (EX1)
APLU,FAL1,FRENCH ASIA LINE 1
APLU,FAL2,FRENCH ASIA LINE 2
APLU,FAL3,FRENCH ASIA LINE 3
APLU,FAL5,FRENCH ASIA LINE 5
APLU,FAL6,FRENCH ASIA LINE 6
APLU,FAL7,FRENCH ASIA LINE 7
APLU,FAL8,FRENCH ASIA LINE 8
APLU,FBLEB,SSLEUR BALTIC SHUTTLE DUMMY SERVICE E
APLU,FCX,FALCON EXPRESS SERVICE
APLU,FEASIA1,FAR EAST ASIA FEEDER SERVICE 1
APLU,FEASIA2,FAR EAST ASIA FEEDER SERVICE 2
APLU,FEMEX1,SSL MEDITERRANEAN AEGEAN SHUTTLE SERVICE 1
APLU,FINL3,FINLAND KOTKA HELSINKI SERVICE 3
APLU,FLXCS,FINLAND - EXPRESS - CS SERVICE
APLU,GERSWED,SSL EUROPE - GERMANY - SWEDEN SERVICE
APLU,GETEX,GREECE EGYPT TURKEY EXPRESS SERVICE
APLU,GEX,GUANGDONG EXPRESS SERVICE
APLU,GMXP,GULF OF MEXICO EXPRESS SERVICE
APLU,GSX,Guam Saipan Express
APLU,GTL,SSLMED GREECE TURKEY LYBIA SERVICE
APLU,GULFEINF,FAS GULF EMIRATES INDIA FEEDER SERVICE
APLU,GULFEIN1,FAS GULF EMIRATES INDIA FEEDER 1
APLU,GULFEKHF-LOOP1,FAS GULF EMIRATES KARACHI HAMAD FEEDER SERVICE
APLU,GULFEKHF-LOOP2,FAS GULF EMIRATES KARACHI HAMAD FEEDER SERVICE
APLU,GULFEMF1,FAS - GULF EMIRATES BAHRAIN FEEDER SERVICE
APLU,GULFEMF2,FAS GULF KUWAIT FEEDER SERVICE
APLU,GULFEMIF-LOOP1,FAS GULF FEEDER NETWORK SERVICE
APLU,GULFEMIF-LOOP2,FAS GULF FEEDER NETWORK SERVICE
APLU,GULFFEX,FAS OMAN CONTAINER FEX LINE SERVICE
APLU,GULFFJR,FAS JEBEL ALI FUJERAH SERVICE
APLU,GULFHERC,FAS HERCULES SERVICE
APLU,GULFIG1,FAS INDIA - GULF SERVICE 1
APLU,GULFJJS1,FAS GULF JEDDAH FEEDER SERVICE 1
APLU,GULFJJS2,FAS GULF JEDDAH FEEDER SERVICE 2
APLU,GULFJYS,SSL EUROPE JEBEL ALI YEMEN SERVICE
APLU,GULFOMAF,FAS GULF OMAN FEEDER SERVICE
APLU,GULFOMF2,FAS GULF OMAN FEEDER SERVICE 2
APLU,GULFSAK2,FAS GULF EMIRATES IRAQ SHUTTLE SERVICE 2
APLU,HAMRAU,SSL EUROPE UFS HAMBURG RAUMA SERVICE
APLU,HBB,HANGZHOU BAY BRIDGE SERVICE
APLU,HHX,HONG KONG - HAIPHONG SERVICE
APLU,HHX3,HONG KONG - HAIPHONG EXPRESS SERVICE 3
APLU,HSNAPL,BUSAN XINGANG SERVICE
APLU,IAX,INDIA AMERICA EXPRESS SERVICE
APLU,IBX,ISLAND BRIDGE EXPRESS SERVICE
APLU,IEX,INDIA EAST COAST EXPRESS SERVICE
APLU,INCAS,INCA SHUTTLE SERVICE
APLU,INDAMEX2,INDIA AMERICA EXPRESS 2
APLU,INDIAGULF,INDIA GULF SERVICE
APLU,IOFEED,INDIAN OCEAN FEEDER SERVICE 1
APLU,IRISHS1,SSL EUROPE IRISH DUBLIN SERVICE 1
APLU,IRISHS2,SSLEUR IRISH CORK SERVICE 2
APLU,IRISHS5,SSLEUR IRISH BELFAST SERVICE 5
APLU,ISXCS,IRISH - SEA EXPRESS CONTAINERSHIPS SERVICE
APLU,JEDDEX,JEDDAH EXPRESS SERVICE
APLU,JMV,JAPAN MALAYSIA VIETNAM SERVICE
APLU,JPX,JAPAN EXPRESS SERVICE
APLU,JSSCNC,JAVA SINGAPORE SHUTTLE SERVICE
APLU,JSX,JAPAN STRAITS SERVICE
APLU,JTC,JAPAN - TAIWAN -HONG KONG - THAILAND SERVICE 2
APLU,JTVS,JAPAN THAILAND VIETNAM SERVICE
APLU,JTX,JAPAN - TAIWAN - THAILAND EXPRESS SERVICE
APLU,JVH,JAPAN - VIETNAM - HAIPHONG SERVICE
APLU,KCM,KOREA CHINA PORT KELANG SINGAPORE SERVICE
APLU,KCM2,KOREA CHINA MALAYSIA SERVICE 2
APLU,KCS,KOREA CHINA STRAITS SERVICE
APLU,KI2,KOREA - INDONESIA SERVICE 2
APLU,KLASWE,SSL EUROPE KLAIPEDA EAST SWEDEN SERVICE - LOOP2
APLU,KLJPOL-LOOP1,SSL EUROPE KLAIPEDA GDANSK SERVICE
APLU,KLJPOL-LOOP2,SSL EUROPE KLAIPEDA GDANSK SERVICE
APLU,KLJRIX,SSL EUROPE KLAIPEDA RIGA SHUTTLE SERVICE
APLU,LATAM2,LATAM FEEDER SERVICE 2
APLU,LCXPCNC,LAEM CHABANG EXPRESS SERVICE
APLU,LIBERTY,LIBERTY BRIDGE SERVICE
APLU,MAOSHTTL,MANAUS SHUTTLE SERVICE
APLU,MARMAEXP,SSL MEDITERRANEAN MARMARA EXPRESS SERVICE
APLU,MA3,MALAYSIA FEEDER SERVICE 3
APLU,MA5,PENANG - PORT KELANG - SINGAPORE SERVICE
APLU,MBFX1,GAF BANGLADESH FEEDER SERVICE 1
APLU,MCT,CENTRAL CHINA - TAIWAN SERVICE
APLU,MD2,MADRAS VISHAKHAPATNAM FEEDER SERVICE
APLU,MEDCAN,MEDITERRANEAN CANADA SERVICE
APLU,MEDEX,MEDITERRANEAN EXPRESS SERVICE
APLU,MEDGULF,MEDITERRANEAN GULF SERVICE
APLU,MEDWAX,MEDITERRANEAN WEST AFRICA EXPRESS SERVICE
APLU,MEGEM,MIDDLE EAST GULF EAST MEDITERRANEAN SERVICE
APLU,MEX,MEDITERRANEAN CLUB EXPRESS SERVICE
APLU,MIDAS1,MIDAS - LOOP 1
APLU,MIDAS2,MIDAS - LOOP 2
APLU,MONA,MONA EXPRESS SERVICE
APLU,MOSHT1,MOROCCO SHUTTLE SERVICE
APLU,MOZEX,ASIA MOZAMBIQUE EXPRESS SERVICE
APLU,MPS,SSL MEDITERRANEAN PENDULUM SERVICE
APLU,MSX,MSX BUTTERFLY SERVICE
APLU,NCLEVANT,SSL MEDITERRANEAN NC LEVANT EXPRESS SERVICE
APLU,NCT2,NORTH CHINA - TAIWAN SERVICE 2
APLU,NCX,NORTH CHINA - HONG KONG - VIETNAM SERVICE
APLU,NCX2,NORTH CHINA  - HOCHIMINH SERVICE 2
APLU,NEFGUI,NORTH EUROPE FRENCH GUIANA NORTH BRAZIL SERVICE
APLU,NEFWI,NORTH EUROPE FRENCH WEST INDIES SERVICE
APLU,NEWMEX2S,MEDITERRANEAN CLUB EXPRESS SERVICE 2
APLU,NEWMO,NEW NORTH EUROPE MEDITERRANEAN OCEANIA SERVICE
APLU,NIX,SSL EUROPE IRELAND PORTUGAL SERVICE
APLU,NKT,NEW KOREA - THAILAND SERVICE
APLU,NORWAYS1,SSL EUROPE NORWAY SERVICE 1
APLU,NORWAYS2,SSL EUROPE OSLO BREIVIK SERVICE 2
APLU,NORWAYS3,SSL EUROPE OSLO BREIVIK SERVICE 3
APLU,NORWAYS4,SSL EUROPE MOSS SERVICE 4
APLU,NORWAYS7,SSL EUROPE HAMBURG LARVIK SERVICE
APLU,NOURA-LOOP1,NOURA EXPRESS SERVICE
APLU,NOURA-LOOP2,NOURA EXPRESS SERVICE
APLU,NP2,Pacific Northwest - Loop 2
APLU,NP3,PACIFIC NORTHWEST SERVICE - LOOP 3
APLU,NP4,PACIFIC NORTHWEST SERVICE - LOOP 4
APLU,NWAFEX,NEW AFRICA EXPRESS SERVICE
APLU,NWAX3,NEW WEST AFRICA EXPRESS SERVICE 3
APLU,NWUK-BRISTOL,NORTH WEST UNITED KINGDOM SERVICE
APLU,NWUK-GREENNOCK,NORTH WEST UNITED KINGDOM SERVICE
APLU,NZE,NEW ZEALAND EXPRESS SERVICE
APLU,NZ-FIJI,NEW ZEALAND - FIJI SERVICE
APLU,NZ2,NEW ZEALAND EXPRESS SERVICE 2
APLU,ORKANR,SSL EUROPE CORK ANTWERP FEEDER SERVICE
APLU,PE1,PENDULUM SERVICE - LOOP 1
APLU,PE1 USEC,Pendulum Loop 1 - USEC
APLU,PE1 West Coast,Pendulum Loop 1 - West Coast
APLU,PGCS,PORTUGAL EAST COAST SERVICE
APLU,PGWCS,PGW CS SERVICE
APLU,PG6,PACIFIC GULF SERVICE - LOOP 6
APLU,PLXCS,POLAND EXPRESS - CONTAINERSHIPS SERVICE
APLU,POLAND,SSL EUROPE HAMBURG STETTIN SERVICE
APLU,POLANDS2,SSL EUROPE POLAND SZCZECIN SERVICE 2
APLU,PTX,Philippines Taiwan Express
APLU,PT2,SSL EUROPE ROTTERDAM PORTUGAL SERVICE 2
APLU,P3X,PANAMA ISLAND EXPRESS SERVICE
APLU,RBC,CHINA - THAILAND - VIETNAM SERVICE
APLU,RBH,BANGKOK HAIPHONG SERVICE
APLU,RS2,RED SEA EXPRESS SERVICE 2
APLU,RTMIBX,SSL EUROPE EXPRESS ROTTERDAM DUBLIN SERVICE
APLU,RTMNORWY,SSL EUROPE ROTTERDAM NORWAY SERVICE
APLU,RTMSEGOT,SSL EUROPE ROTTERDAM SWEDEN SERVICE
APLU,RTWPAN,PANAMA DIRECT LINE
